customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1940-CXJ80,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.6,1403.6,No
1119-WNW78,Female,0,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,72.32,3333.74,No
5752-JPJ43,Male,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.99,321.2,Yes
6798-DAL33,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.08,1486.51,Yes
8017-FRZ44,Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.33,751.09,Yes
3087-KYY61,Female,1,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,80.82,489.5,Yes
5606-YDI99,Male,0,No,No,71,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.82,6085.04,Yes
7673-QJW91,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.77,1038.65,No
6269-GJP45,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.97,412.53,Yes
3137-UXT25,Male,0,Yes,Yes,51,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.76,4729.73,No
8145-CPN77,Male,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.44,48.24,Yes
4390-FAF83,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),117.61,6694.8,No
4440-RDA93,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,101.56,5792.68,No
5216-UUT80,Male,0,Yes,No,10,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.82,778.01,No
5621-AJF32,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.72,212.6,Yes
1222-YUB26,Male,0,No,No,13,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.85,707.93,No
5382-URD12,Male,1,No,No,13,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,64.94,854.04,Yes
5617-LCT52,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),97.18,4474.51,Yes
1035-EYU28,Female,1,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),112.47,1920.87,No
7278-NRP78,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,91.92,1100.03,No
3283-JOE80,Female,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.84,768.36,Yes
3406-LEC41,Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.97,387.54,No
3554-BUB87,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),33.02,1382.28,Yes
7185-EXG61,Male,0,Yes,Yes,33,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,93.48,3085.67,Yes
1179-YJG80,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.58,1125.28,No
2595-KNX74,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),84.63,1262.07,Yes
8059-BWY97,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.99,1818.58,Yes
5843-FCI83,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,74.59,3207.62,No
6138-LCV62,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),87.26,4182.09,Yes
7503-YNG61,Female,1,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),88.35,5648.67,Yes
1375-YVN44,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),92.65,645.54,Yes
8790-RWZ30,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.0,4946.33,No
7658-IQX10,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.61,1307.08,No
3043-WPU68,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,88.47,5225.85,Yes
1269-TND73,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.39,1450.79,No
7484-ALZ38,Female,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),88.19,6182.77,Yes
7444-BZS64,Male,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.93,339.45,Yes
3507-ATW79,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.89,2833.92,No
2694-DOT25,Male,1,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),77.16,610.88,Yes
3927-VSU87,Male,1,No,No,47,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,68.79,3227.53,No
3073-IIP35,Male,0,No,No,38,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,63.18,2400.6,No
7942-TXI50,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.55,375.58,No
9691-LMA24,Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,160.44,Yes
2686-RIW87,Male,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,107.88,5929.09,No
7599-BRQ15,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,97.4,690.55,Yes
4670-BAE23,Female,0,No,No,12,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,53.35,643.96,No
7218-IWF27,Female,1,No,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,93.97,5832.85,Yes
4373-WCC73,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.2,1503.85,Yes
4326-YMG18,Female,0,No,No,42,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.98,3483.1,No
6467-BOI57,Male,1,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,111.96,4246.5,Yes
7628-MMD38,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,62.81,322.05,Yes
1208-VPN52,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.78,92.29,Yes
6499-OPX54,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.49,558.13,Yes
9156-AHS99,Female,0,Yes,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.41,452.31,Yes
6715-KMS63,Female,0,Yes,No,42,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,68.63,2878.23,No
1255-OBG46,Male,1,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.18,42.44,Yes
4223-NSC47,Male,1,No,No,38,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,68.25,2591.83,No
5997-CJS90,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.77,1608.65,No
1432-YNC27,Female,0,No,No,31,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,63.83,1970.68,Yes
8888-WKB25,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.23,1072.6,Yes
9287-OMB25,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.53,3621.73,No
7018-VIM59,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.56,116.29,Yes
9244-GLW77,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.96,386.88,No
8925-MPT94,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,97.24,980.02,No
7292-YNC17,Female,1,Yes,No,14,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.7,1002.48,Yes
4150-CSA90,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.83,531.98,Yes
2100-ONU58,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,75.24,596.75,No
9192-JMT17,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.92,578.86,Yes
2320-RPE44,Male,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.86,2304.83,No
8040-WNR27,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,67.04,59.57,Yes
1716-KLT93,Male,0,Yes,No,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.19,1273.58,No
9248-DBL62,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.39,2350.24,Yes
2384-BIT59,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.17,330.5,Yes
6586-XTN64,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),92.1,4323.7,Yes
6530-SMB88,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.91,2046.98,Yes
6145-COF43,Female,0,No,No,16,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,71.25,1147.15,Yes
1732-THL23,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),99.79,608.21,No
3626-LBJ29,Male,1,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.17,1906.01,Yes
2266-HSQ83,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,114.62,5281.67,No
2305-LRQ19,Female,0,Yes,No,21,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.53,1168.78,No
3947-OAF25,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.33,90.28,No
2765-XBC55,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),92.74,6588.99,Yes
2587-HJP53,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.33,152.47,Yes
3774-JIT23,Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.55,290.6,Yes
4328-JSN66,Male,0,No,No,52,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.6,4291.91,No
9402-VYC98,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.36,1233.35,No
9138-JEG91,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),91.18,2370.48,No
6851-RPJ22,Male,1,No,No,40,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,56.7,2263.36,Yes
7701-BRY51,Female,0,No,No,16,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),82.4,1319.2,No
1345-ZMC52,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,91.75,2284.15,No
2679-QMZ72,Male,1,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),106.64,1604.45,No
3487-DXS60,Male,0,No,No,58,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,69.18,4022.3,No
7106-YRW23,Female,0,Yes,No,43,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),75.16,3238.67,No
1965-YPI62,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.95,728.01,Yes
3085-YAF76,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),100.16,703.42,Yes
3718-EJQ97,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.68,823.19,Yes
9810-OKD17,Female,0,Yes,No,60,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,67.04,4015.45,No
5587-FIS23,Male,0,No,No,30,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,92.65,2786.99,No
1855-EQZ66,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,87.38,3321.65,No
5104-VDR65,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.03,1331.11,No
6914-QGA85,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),89.93,2697.37,No
9938-ZDB57,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),92.78,3611.8,No
7000-QAV61,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),62.32,560.21,No
2410-SOC24,Male,0,Yes,Yes,11,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,91.73,1013.79,Yes
7214-WJF45,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,103.15,414.3,Yes
4451-WNL92,Female,0,No,Yes,42,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,80.91,3405.61,Yes
7904-PKK92,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,83.3,1173.75,No
9306-DNN44,Female,0,Yes,Yes,71,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),54.71,3877.72,Yes
3416-GFJ49,Male,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.44,451.02,Yes
3105-KYE61,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,76.81,1071.38,Yes
7292-UFN29,Female,0,No,Yes,23,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.3,1630.13,No
7581-NYB48,Female,0,Yes,No,71,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),62.88,4470.74,No
8454-NBO46,Male,1,No,No,10,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.0,880.73,No
5073-FCR22,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,99.17,802.97,Yes
5947-NMA33,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,93.44,6263.91,No
3969-VJI10,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.29,681.83,No
6618-KKL66,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.22,2490.97,No
3731-TLS65,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.35,2526.84,No
5569-KYL90,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,94.18,3581.9,No
7722-GUA89,Male,1,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.08,2501.73,Yes
4273-KEJ18,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,106.27,2973.69,No
8703-MCZ63,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.81,4842.1,No
3768-LNV53,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.83,1113.09,Yes
4621-LSL47,Female,0,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.55,2067.96,No
7649-PTF54,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,106.05,845.53,Yes
1199-XZZ77,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.29,161.37,Yes
5015-HWW68,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.09,114.07,Yes
8606-DRZ16,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),68.45,2938.38,No
5435-PUF52,Female,0,No,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.16,3470.92,Yes
9824-FGY23,Male,0,No,No,32,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),76.07,2440.01,No
5413-HIP48,Female,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,77.96,2499.05,Yes
7119-AKN58,Female,0,Yes,Yes,30,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),68.25,2057.24,No
1971-DBU53,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.63,108.37,Yes
8180-HKS79,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.24,206.56,Yes
1379-EDU62,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.03,1441.19,No
2099-XCS21,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),72.73,3707.26,No
7388-AAH51,Female,1,Yes,No,25,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,81.96,2049.8,No
6365-KHV36,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.68,134.07,No
4417-MBO66,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.1,288.5,Yes
2834-OAA58,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.82,541.05,Yes
1151-EQE27,Female,0,Yes,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,94.98,3415.4,No
5344-TKA13,Female,1,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.49,5875.23,Yes
1011-JPP42,Male,0,No,No,44,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,88.25,3878.01,No
5933-KWO95,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.89,1345.23,Yes
7646-OGO89,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),64.49,2183.17,No
2549-HOD25,Female,1,No,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.49,895.6,No
4255-XXL77,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,83.45,3847.88,No
5857-MQN70,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,99.24,886.35,No
4168-HLC38,Female,1,No,No,53,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,65.29,3462.57,Yes
6593-IBM42,Male,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),56.9,2495.7,No
5519-IUQ52,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.79,175.74,No
2615-SDD40,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),82.19,3378.2,No
8481-ILV54,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),82.5,3461.68,No
4728-KJD21,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.61,1164.64,No
9292-WUR47,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),90.79,1098.89,Yes
4683-OBH80,Male,0,No,Yes,12,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.39,974.65,Yes
4048-QSM90,Female,0,No,No,6,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.37,415.9,Yes
8794-RKD87,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,91.27,82.58,Yes
5128-XAW86,Female,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,61.48,489.01,Yes
2163-TCQ62,Male,0,Yes,Yes,44,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.99,3479.71,No
9186-CFI61,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.51,778.49,Yes
6355-MJA82,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.74,1777.91,No
3908-QEO13,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,86.18,2059.63,Yes
3316-HPG61,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),91.84,6149.14,No
7623-NMC72,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,81.83,2532.79,Yes
9810-BVN75,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,82.83,251.68,No
6419-FMH57,Female,1,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.36,1164.6,No
7178-IGY72,Female,0,No,Yes,27,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),70.25,1892.44,No
2777-YDM35,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,101.14,4349.09,No
4447-XKB82,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.99,330.89,Yes
3639-ERK17,Male,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,71.84,852.78,No
1324-UPS92,Female,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.67,2684.79,Yes
5912-EBO62,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,105.48,747.32,No
6954-ORY62,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),26.86,48.06,No
